,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
18,18,18,star fruit carambola raw,78.8,1.167,0.079,0.127,0.165,16.868,10.576,0.214,3.336,0.0,0.005,86.244,0.121,0.013,0.023,0.0,0.045,0.198,0.07,0.057,302.576,0.0,0.266,0.006,10.769,0.063,0.288,16.239,0.099,17.985,240.878,0.002,0.462,7501.796
19,19,19,dried apricot,66.5,0.087,0.007,0.007,0.018,13.698,10.479,2.731,0.6,0.0,0.004,78.881,0.016,0.047,0.003,0.0,0.019,0.181,0.08,0.119,19.596,0.0,0.764,0.008,18.656,0.037,0.183,12.612,0.059,44.787,215.578,0.002,0.046,485.872
20,20,20,banana green raw,45.8,0.042,0.005,0.004,0.005,10.713,8.142,0.651,5.828,0.0,0.016,88.416,0.013,0.084,0.007,0.0,0.035,0.292,0.674,0.098,28.561,0.0,0.42,0.022,7.21,0.061,0.179,9.311,0.182,67.955,345.769,0.004,0.144,2024.865
21,21,21,yellow cherry tomato,68.9,0.17,0.019,0.008,0.031,16.273,10.024,0.581,2.557,0.0,0.016,89.692,0.01,0.029,0.007,0.0,0.059,0.202,0.091,0.165,80.522,0.0,0.464,0.011,17.28,0.021,0.151,5.444,0.023,4.436,158.406,0.004,0.091,2106.392
22,22,22,golden raspberry,87.7,0.145,0.017,0.01,0.014,20.78,14.546,0.825,4.781,0.0,0.002,89.279,0.143,0.057,0.015,0.0,0.057,0.424,0.554,0.1,8.735,0.0,0.316,0.008,52.517,0.016,0.207,11.173,0.029,20.517,132.28,0.001,0.031,102.296
23,23,23,rambutan canned,36.4,0.834,0.082,0.064,0.183,6.59,3.499,0.64,0.899,0.0,0.007,73.284,0.014,0.184,0.047,0.0,0.02,0.237,0.081,0.142,6.233,0.0,1.107,0.026,9.939,0.072,0.166,8.493,0.058,10.577,285.128,0.002,0.284,438.437
24,24,24,custard apple,92.2,0.202,0.029,0.011,0.028,21.529,17.718,1.057,1.185,0.0,0.003,82.84,0.029,0.059,0.035,0.0,0.04,0.181,0.096,0.151,36.098,0.0,2.466,0.012,17.058,0.078,0.518,23.778,0.09,39.707,373.205,0.0,0.064,92.328
25,25,25,star fruit carambola raw steamed,61.9,0.231,0.043,0.013,0.069,14.722,9.775,0.245,1.712,0.0,0.004,84.168,0.057,0.043,0.007,0.0,0.012,0.321,0.103,0.064,21.611,0.0,0.228,0.001,13.081,0.012,0.422,27.168,0.334,39.987,373.462,0.001,0.036,293.675
26,26,26,cherry sweet raw,33.3,0.167,0.018,0.011,0.017,6.185,4.472,1.773,0.571,0.0,0.0,91.527,0.038,0.06,0.009,0.0,0.025,0.348,0.241,0.088,231.04,0.0,0.424,0.035,8.063,0.159,0.214,20.255,0.026,15.825,124.399,0.0,0.099,14271.743
27,27,27,casaba melon,82.7,0.347,0.051,0.022,0.068,19.398,12.958,0.488,1.938,0.0,0.004,78.639,0.009,0.106,0.003,0.0,0.011,0.869,0.07,0.186,8.161,0.0,0.145,0.002,32.424,0.133,1.028,5.058,0.029,4.992,133.443,0.002,0.129,0.0
28,28,28,strawberry raw,46.0,0.34,0.047,0.026,0.05,9.61,7.419,1.126,1.384,0.0,0.013,82.332,0.136,0.037,0.003,0.0,0.015,0.265,0.233,0.175,47.711,0.0,0.577,0.004,10.023,0.089,0.467,11.39,0.073,39.526,262.33,0.004,0.385,2071.692
29,29,29,preserved lemon,56.6,0.168,0.013,0.017,0.042,12.46,5.52,1.314,2.068,0.0,0.004,80.924,0.01,0.07,0.035,0.0,0.025,0.167,0.187,0.123,9.58,0.0,0.21,0.003,17.444,0.17,0.442,26.171,0.107,50.032,92.27,0.001,0.036,742.253
30,30,30,avocado florida,38.4,0.097,0.015,0.003,0.009,8.83,6.746,0.564,3.556,0.0,0.007,91.942,0.118,0.099,0.029,0.0,0.035,0.13,0.089,0.187,7.215,0.0,0.414,0.007,9.658,0.042,0.919,18.968,0.093,22.574,102.772,0.002,0.199,1163.61
31,31,31,passion fruit pulp,117.2,0.772,0.114,0.11,0.093,27.011,18.719,0.547,2.161,0.0,0.014,86.011,0.004,0.071,0.017,0.0,0.03,0.1,0.146,0.318,16.483,0.0,0.381,0.067,22.215,0.018,0.094,16.79,0.028,13.361,172.78,0.0,0.053,0.0
32,32,32,breadfruit,43.2,0.07,0.007,0.007,0.011,9.695,7.572,0.958,0.776,0.0,0.004,78.362,0.093,0.036,0.014,0.0,0.006,0.271,0.026,0.221,17.256,0.0,0.452,0.001,20.874,0.11,1.321,9.189,0.088,44.123,138.654,0.001,0.318,966.526
33,33,33,maraschino cherry,46.8,0.262,0.023,0.023,0.034,10.742,6.026,0.363,4.081,0.0,0.01,85.56,0.17,0.066,0.045,0.0,0.092,0.125,0.281,0.114,69.842,0.0,0.082,0.001,7.22,0.248,0.341,4.794,0.037,8.827,203.93,0.0,0.175,3536.786
34,34,34,coconut cream,107.7,0.477,0.06,0.021,0.139,25.416,17.562,0.434,3.204,0.0,0.005,80.742,0.006,0.095,0.029,0.0,0.031,0.135,0.15,0.23,37.376,0.0,0.381,0.002,5.29,0.069,0.112,8.903,0.037,28.002,379.003,0.0,0.038,157.43
35,35,35,apricot raw,79.2,0.491,0.013,0.007,0.059,18.203,14.162,0.484,1.27,0.0,0.003,84.021,0.057,0.059,0.005,0.0,0.042,0.149,0.025,0.162,11.065,0.0,0.145,0.002,15.45,0.075,0.243,8.117,0.078,23.204,289.151,0.0,0.063,0.0
36,36,36,maraschino cherry baked,57.1,0.085,0.009,0.011,0.015,12.95,9.013,1.138,1.208,0.0,0.014,88.569,0.099,0.014,0.027,0.0,0.015,0.421,0.271,0.071,31.237,0.0,0.836,0.008,20.43,0.03,0.272,22.39,0.037,6.379,134.512,0.003,0.068,842.424
37,37,37,coconut meat raw,52.1,0.401,0.032,0.047,0.071,11.525,8.114,0.607,3.117,0.0,0.006,76.256,0.013,0.052,0.019,0.0,0.027,1.564,0.235,0.142,16.526,0.0,0.22,0.004,9.675,0.019,0.304,17.025,0.072,60.241,147.385,0.001,0.048,730.94
38,38,38,persian lime,60.7,0.405,0.076,0.045,0.07,13.642,10.232,0.632,1.753,0.0,0.002,96.0,0.033,0.049,0.004,0.0,0.01,0.588,0.398,0.131,24.273,0.0,0.286,0.002,8.466,0.161,0.376,51.251,0.03,28.501,114.854,0.001,0.065,426.545
39,39,39,soursop raw,62.9,0.1,0.005,0.009,0.02,14.566,13.007,0.944,1.864,0.0,0.006,76.864,0.033,0.051,0.24,0.0,0.026,0.383,0.123,0.046,4.601,0.0,0.497,0.006,13.426,0.013,0.226,4.225,0.124,13.066,180.13,0.001,0.033,0.0
40,40,40,pomegranate raw,54.6,0.033,0.002,0.004,0.007,13.316,7.231,0.254,1.501,0.0,0.006,80.145,0.022,0.049,0.016,0.0,0.056,0.22,0.053,0.089,3.254,0.0,0.302,0.003,10.594,0.037,0.296,40.752,0.172,24.814,134.878,0.001,0.272,0.0
41,41,41,tamarind paste,107.8,0.201,0.025,0.017,0.053,26.037,17.445,0.455,3.251,0.0,0.002,81.559,0.112,0.026,0.007,0.0,0.031,0.077,0.477,0.057,23.51,0.0,0.733,0.005,5.931,0.043,0.208,5.267,0.049,15.023,87.534,0.001,0.174,0.0
42,42,42,dried peach,34.1,0.285,0.045,0.028,0.049,6.987,4.835,0.887,0.9,0.0,0.003,83.852,0.031,0.048,0.035,0.0,0.018,0.26,0.328,0.352,24.521,0.0,1.222,0.004,11.182,0.071,0.279,7.191,0.012,14.839,161.572,0.0,0.138,1499.665
43,43,43,longan raw select,45.3,0.355,0.049,0.038,0.047,9.862,7.682,0.671,4.234,0.0,0.005,88.786,0.013,0.062,0.016,0.0,0.041,0.148,0.071,0.187,27.445,0.0,0.499,0.006,21.504,0.025,0.174,7.315,0.038,15.299,291.273,0.0,0.178,1658.947
44,44,44,coconut cream sliced,47.3,0.192,0.032,0.004,0.005,10.361,9.377,1.021,1.461,0.0,0.005,81.482,0.156,0.057,0.184,0.0,0.053,0.164,0.07,0.079,104.411,0.0,0.386,0.04,5.39,0.156,1.306,9.512,0.192,60.213,284.368,0.001,0.034,4497.319
45,45,45,mango kent raw,50.2,0.542,0.143,0.054,0.095,10.783,5.262,0.56,2.521,0.0,0.006,86.378,0.114,0.028,0.005,0.0,0.038,0.168,0.218,0.334,2.261,0.0,0.882,0.014,6.062,0.108,0.205,9.02,0.055,35.637,277.279,0.0,0.06,310.816
46,46,46,breadfruit homestyle,85.1,0.257,0.023,0.023,0.043,20.302,16.221,0.384,4.033,0.0,0.003,82.857,0.016,0.019,0.033,0.0,0.016,0.744,0.038,0.085,17.104,0.0,0.062,0.002,14.143,0.029,0.319,16.26,0.066,6.452,156.779,0.002,0.029,0.0
47,47,47,prune juice,47.6,0.293,0.038,0.011,0.008,10.58,5.47,0.659,2.571,0.0,0.009,90.932,0.001,0.017,0.014,0.0,0.178,0.689,0.179,0.138,4.39,0.0,0.542,0.006,40.754,0.062,0.13,15.184,0.021,21.553,231.739,0.001,0.035,481.351
48,48,48,strawberry frozen marinated,39.7,0.547,0.056,0.0,0.125,6.807,4.588,1.878,3.983,0.0,0.003,81.222,0.47,0.046,0.011,0.0,0.046,0.423,0.095,0.059,46.489,0.0,0.295,0.0,22.375,0.063,0.369,29.604,0.135,21.203,121.97,0.0,0.495,3829.118
49,49,49,nectarine white,27.8,0.171,0.009,0.007,0.032,4.924,3.89,1.641,1.911,0.0,0.015,82.375,0.025,0.203,0.007,0.0,0.02,0.279,0.141,0.136,12.753,0.0,0.404,0.008,16.829,0.023,0.157,11.012,0.124,41.726,354.842,0.002,0.133,2006.055
50,50,50,guava raw,166.3,0.607,0.067,0.01,0.052,39.656,30.694,0.552,0.576,0.0,0.008,88.12,0.01,0.024,0.007,0.0,0.024,0.346,0.033,0.232,5.318,0.0,0.231,0.005,4.353,0.168,0.956,25.57,0.091,34.938,89.525,0.001,0.161,0.0
51,51,51,apple gala raw,25.4,0.442,0.081,0.058,0.074,3.268,1.82,2.084,1.532,0.0,0.013,83.401,1.213,0.039,0.004,0.0,0.064,0.53,0.169,0.075,80.1,0.0,0.833,0.006,37.887,0.052,1.018,3.725,0.056,4.596,227.081,0.001,0.018,8809.093
52,52,52,frozen peach slices,40.1,0.342,0.017,0.013,0.083,7.145,4.523,2.099,1.854,0.0,0.003,83.483,0.117,0.079,0.059,0.0,0.031,0.642,0.3,0.167,50.574,0.0,0.127,0.003,47.831,0.107,0.158,11.037,0.033,18.904,486.083,0.003,0.067,3408.79
53,53,53,dried pear,30.9,0.461,0.062,0.028,0.062,5.044,4.04,1.645,0.865,0.0,0.003,94.219,0.168,0.101,0.015,0.0,0.018,0.293,0.148,0.086,24.67,0.0,0.792,0.002,27.284,0.032,0.247,7.376,0.058,65.331,237.443,0.001,0.072,2214.457
54,54,54,rose hip raw,111.7,0.393,0.061,0.011,0.067,26.664,19.651,0.388,6.984,0.0,0.004,85.364,0.031,0.014,0.005,0.0,0.053,1.56,0.131,0.151,44.169,0.0,0.33,0.001,30.644,0.031,0.109,4.524,0.15,31.708,112.568,0.001,0.066,578.259
55,55,55,dried mango,46.2,0.16,0.006,0.002,0.016,9.869,6.464,1.323,0.465,0.0,0.008,85.743,0.214,0.081,0.003,0.0,0.139,0.123,0.06,0.073,38.899,0.0,0.362,0.012,10.997,0.101,0.244,6.898,0.096,10.386,310.722,0.0,0.074,1547.051
56,56,56,lychee canned,89.0,0.296,0.027,0.026,0.044,19.221,14.3,2.366,12.0,0.0,0.002,85.365,0.498,0.094,0.006,0.0,0.028,0.176,1.271,0.176,11.399,0.0,0.775,0.006,14.716,0.04,0.697,27.327,0.09,27.819,480.934,0.001,0.024,1502.868
57,57,57,blood orange variety 5,62.7,0.488,0.042,0.049,0.044,12.516,9.712,2.064,2.575,0.0,0.006,86.965,0.014,0.322,0.01,0.0,0.01,0.522,0.233,0.096,9.38,0.0,2.071,0.03,55.267,0.077,0.267,6.135,0.08,4.667,239.214,0.0,0.166,539.671
58,58,58,apple honeycrisp,29.8,0.136,0.016,0.012,0.038,5.563,4.222,1.59,4.394,0.0,0.003,85.286,0.042,0.087,0.025,0.0,0.069,0.352,0.129,0.131,3.977,0.0,0.177,0.007,16.732,0.129,0.533,4.764,0.037,16.223,187.934,0.001,0.05,2438.274
59,59,59,olive oil cured,82.9,1.08,0.015,0.06,0.082,17.168,16.825,1.132,1.063,0.0,0.005,74.152,0.055,0.019,0.022,0.0,0.105,0.405,0.135,0.35,41.921,0.0,0.842,0.003,8.785,0.049,0.128,5.859,0.022,12.535,351.954,0.001,0.139,203.894
60,60,60,olive black kalamata,43.3,0.232,0.026,0.035,0.008,9.299,6.565,1.001,0.728,0.0,0.001,95.775,0.025,0.058,0.008,0.0,0.015,0.333,0.079,0.113,10.66,0.0,1.946,0.037,27.706,0.08,0.209,17.26,0.152,15.349,205.515,0.019,0.063,297.24
61,61,61,prune dried,48.5,0.168,0.017,0.007,0.037,10.191,8.326,1.557,7.942,0.0,0.003,80.077,0.006,0.135,0.013,0.0,0.07,0.327,0.215,0.16,22.492,0.0,2.238,0.006,16.345,0.103,0.727,3.199,0.118,28.585,566.222,0.001,0.074,2700.115
62,62,62,olive oil cured instant,28.4,0.056,0.006,0.006,0.005,5.915,4.643,1.047,1.122,0.0,0.005,91.273,0.038,0.149,0.013,0.0,0.021,0.139,0.137,0.053,47.372,0.0,0.132,0.007,18.478,0.067,0.137,8.617,0.066,12.435,263.111,0.0,0.199,3565.924
63,63,63,watermelon seedless,48.6,0.317,0.049,0.034,0.053,11.165,9.044,0.279,2.075,0.0,0.006,82.96,0.035,0.039,0.009,0.0,0.005,0.091,0.493,0.197,16.62,0.0,0.201,0.004,10.135,0.08,0.114,21.76,0.097,50.608,263.964,0.002,0.117,227.136
64,64,64,satsuma raw,59.7,0.112,0.014,0.003,0.022,12.226,9.096,2.441,4.69,0.0,0.008,88.663,0.086,0.022,0.012,0.0,0.03,0.132,0.097,0.165,1.97,0.0,0.094,0.009,45.966,0.081,0.16,26.09,0.013,16.867,353.545,0.001,0.054,862.065
65,65,65,huckleberry raw,64.8,0.188,0.011,0.016,0.019,14.881,8.467,0.903,2.313,0.0,0.006,80.048,0.003,0.051,0.004,0.0,0.022,0.368,0.114,0.055,18.229,0.0,0.615,0.02,22.551,0.087,0.217,12.052,0.094,37.045,86.723,0.0,0.08,523.396
66,66,66,key lime,86.2,0.067,0.009,0.006,0.012,20.7,13.434,0.711,3.922,0.0,0.029,78.954,0.026,0.082,0.064,0.0,0.075,0.277,0.229,0.117,28.123,0.0,0.285,0.012,6.361,0.033,0.253,2.588,0.341,6.174,89.241,0.0,0.067,459.152
67,67,67,pineapple chunks canned,60.2,0.217,0.011,0.01,0.008,13.458,9.192,1.108,4.504,0.0,0.008,83.363,0.007,0.104,0.003,0.0,0.008,0.814,0.239,0.11,54.186,0.0,0.269,0.014,12.106,0.064,0.38,11.479,0.08,56.183,227.455,0.001,0.052,2217.217
68,68,68,dried blueberry,96.8,0.866,0.08,0.084,0.176,21.752,15.052,0.501,1.992,0.0,0.02,82.972,0.101,0.126,0.066,0.0,0.017,0.082,0.089,0.071,54.961,0.0,0.337,0.003,24.429,0.018,0.129,15.351,0.016,12.692,266.242,0.002,0.142,572.565
69,69,69,black currant raw,83.5,0.359,0.061,0.026,0.042,17.953,11.257,2.113,2.503,0.0,0.012,96.0,0.031,0.019,0.009,0.0,0.015,0.737,0.484,0.143,9.569,0.0,0.374,0.009,24.862,0.082,1.387,42.009,0.025,28.212,123.555,0.001,0.356,535.101
70,70,70,dried apricot with spices,75.9,0.405,0.043,0.022,0.053,17.128,13.034,0.927,1.716,0.0,0.001,84.769,0.027,0.055,0.033,0.0,0.029,0.226,1.261,0.121,4.126,0.0,0.432,0.001,16.665,0.064,0.429,4.56,0.106,18.568,161.537,0.003,0.075,0.0
71,71,71,apple honeycrisp with spices,35.8,0.608,0.037,0.069,0.117,6.469,3.991,1.101,7.328,0.0,0.034,80.293,0.027,0.071,0.03,0.0,0.07,1.172,0.339,0.057,10.946,0.0,0.29,0.003,10.93,0.018,0.227,9.907,0.049,23.631,211.025,0.0,0.471,3033.978
72,72,72,prune juice sliced,54.9,1.122,0.075,0.118,0.132,8.887,5.972,2.307,0.934,0.0,0.012,94.663,0.037,0.032,0.083,0.0,0.09,0.298,0.118,0.082,20.399,0.0,0.488,0.011,41.676,0.102,0.22,27.508,0.09,22.704,223.277,0.0,0.116,1096.905
73,73,73,dried cherry,91.3,0.634,0.078,0.04,0.144,20.169,17.002,1.227,0.976,0.0,0.002,88.505,0.01,0.019,0.113,0.0,0.016,0.701,0.225,0.137,57.88,0.0,0.861,0.002,32.434,0.113,0.213,12.204,0.225,15.906,223.114,0.0,0.061,562.133
74,74,74,yuzu zest,52.3,0.168,0.017,0.018,0.045,11.898,9.507,0.808,6.315,0.0,0.005,86.7,0.009,0.093,0.005,0.0,0.087,0.148,0.088,0.093,18.425,0.0,0.437,0.001,31.914,0.047,0.666,10.266,0.059,12.511,157.846,0.0,0.393,1610.958
75,75,75,date deglet nour,32.9,0.216,0.04,0.019,0.02,7.067,4.276,0.665,2.033,0.0,0.002,74.613,0.103,0.033,0.02,0.0,0.006,0.194,0.268,0.066,5.401,0.0,0.107,0.007,1.674,0.033,0.302,4.534,0.042,39.93,98.537,0.01,0.291,791.365
76,76,76,dried mango sliced,52.7,0.205,0.017,0.019,0.031,11.336,7.062,1.367,1.272,0.0,0.001,85.543,0.004,0.088,0.005,0.0,0.021,0.217,0.078,0.302,83.511,0.0,1.355,0.003,17.441,0.213,0.151,13.339,0.021,29.337,154.012,0.003,0.081,3151.144
77,77,77,mandarin tangerine raw,36.0,0.792,0.119,0.122,0.083,6.667,6.18,0.539,1.37,0.0,0.003,82.378,0.01,0.021,0.037,0.0,0.022,0.124,0.074,0.046,6.183,0.0,0.576,0.119,8.504,0.046,0.391,15.629,0.06,52.503,226.832,0.01,0.017,219.398
78,78,78,orange navel raw,44.0,1.747,0.105,0.355,0.465,5.959,4.696,1.105,6.397,0.0,0.002,91.726,0.257,0.023,0.008,0.0,0.021,0.245,0.116,0.247,182.329,0.0,1.352,0.006,16.901,0.09,0.271,16.761,0.033,24.381,241.115,0.003,0.062,9928.593
79,79,79,dried persimmon,51.1,0.265,0.026,0.007,0.036,11.266,8.844,0.913,2.019,0.0,0.007,93.534,0.067,0.038,0.008,0.0,0.028,0.135,0.055,0.091,23.176,0.0,0.281,0.005,19.5,0.078,0.337,43.518,0.086,8.564,121.331,0.001,0.163,787.006
80,80,80,feijoa raw,55.5,1.177,0.182,0.142,0.146,10.655,7.736,0.576,2.043,0.0,0.004,83.062,0.049,0.015,0.002,0.0,0.029,0.189,0.181,0.106,29.055,0.0,0.923,0.005,7.708,0.092,0.454,14.766,0.032,43.755,132.57,0.003,0.292,966.966
81,81,81,grapefruit juice fresh variety 5,50.7,0.07,0.014,0.008,0.02,11.426,6.81,1.081,2.662,0.0,0.013,96.0,0.019,0.028,0.01,0.0,0.041,0.291,0.318,0.091,43.566,0.0,1.036,0.002,17.74,0.023,0.044,4.078,0.084,34.463,303.396,0.001,0.057,1927.006
82,82,82,dried cranberry,44.9,1.565,0.158,0.18,0.23,7.507,4.865,0.186,5.75,0.0,0.01,82.72,0.129,0.131,0.038,0.0,0.019,0.179,0.036,0.141,92.108,0.0,1.217,0.008,5.783,0.175,0.611,12.111,0.033,27.61,109.715,0.0,0.078,5310.037
83,83,83,quince raw,56.5,0.572,0.042,0.009,0.136,11.472,8.822,1.377,3.467,0.0,0.003,87.186,0.04,0.04,0.009,0.0,0.079,0.202,0.16,0.078,1.175,0.0,0.335,0.012,13.685,0.036,0.134,9.111,0.051,10.803,224.642,0.0,0.317,291.908
84,84,84,soursop raw spiced,108.2,0.766,0.165,0.065,0.021,25.039,17.853,0.287,1.89,0.0,0.015,71.452,0.032,0.042,0.003,0.0,0.028,0.671,0.128,0.091,8.138,0.0,0.936,0.05,17.024,0.045,0.237,12.462,0.193,23.373,175.946,0.003,0.037,0.0
85,85,85,aronia berry roasted,34.5,0.195,0.01,0.012,0.028,7.481,6.172,0.707,1.343,0.0,0.005,76.856,0.021,0.017,0.014,0.0,0.034,0.71,0.189,0.026,126.992,0.0,0.298,0.001,17.779,0.042,0.217,22.975,0.076,15.648,157.13,0.004,0.151,7248.183
86,86,86,strawberry jam,54.1,0.133,0.018,0.003,0.019,11.489,8.33,1.735,1.449,0.0,0.025,86.877,0.127,0.038,0.01,0.0,0.077,0.517,0.339,0.067,50.743,0.0,0.483,0.002,8.441,0.098,0.123,15.317,0.088,32.785,142.866,0.004,0.13,1841.872
87,87,87,pitaya red,76.9,1.084,0.054,0.075,0.106,15.991,11.338,0.807,3.311,0.0,0.011,86.69,0.043,0.251,0.017,0.0,0.038,0.188,0.278,0.139,15.266,0.0,0.333,0.003,6.309,0.024,0.198,12.525,0.099,22.346,61.869,0.0,0.4,249.424
88,88,88,pear bosc raw,185.2,0.318,0.012,0.049,0.043,44.069,30.143,1.507,1.365,0.0,0.008,86.585,0.046,0.068,0.029,0.0,0.023,0.647,0.072,0.105,54.374,0.0,0.332,0.017,11.205,0.031,0.297,6.71,0.106,83.577,129.526,0.001,0.066,0.0
89,89,89,dried mango dried,17.2,0.114,0.018,0.004,0.024,3.781,3.705,0.266,0.741,0.0,0.016,88.036,0.007,0.077,0.022,0.0,0.055,0.352,0.241,0.078,35.572,0.0,0.736,0.005,4.907,0.155,0.164,8.826,0.147,12.43,169.33,0.002,0.369,3813.405
